"ano","id_municipio","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
2020,"2202539","Caraúbas do Piauí","PI","Administracao publica direta",5890,NA,1036,732,142.52,NA,NA,NA,NA,67862.2,67862.2,NA,67862,205561,NA,NA,NA,91296.45,0,91296.45,0,0,0
2017,"2202539","Caraúbas do Piauí","PI","Administracao publica direta",3615,NA,1015,650,0,62,NA,NA,NA,0,0,NA,0,57070.42,NA,NA,NA,48538.92,0,48538.92,35000,0,35000
2011,"2202653","Caxingó","PI","Administracao publica direta",4129,NA,979,212,138,10.4,NA,NA,NA,36200,36200,NA,36200,2000,NA,NA,NA,2800,4000,12700,0,0,0
2011,"2205540","Lagoinha do Piauí","PI","Administracao publica direta",1515,NA,1602,120,0,128,NA,NA,NA,0,0,NA,0,20000,NA,NA,NA,24000,0,54000,0,0,0
2013,"2923035","Novo Horizonte","BA","Administracao publica direta",11786,NA,3871,650,0,450,NA,NA,NA,0,0,NA,0,22750,NA,NA,NA,230000,0,425000,3e+06,0,3e+06
2012,"2930006","Sebastião Laranjeiras","BA","Administracao publica direta",10563,NA,4160,1400,0,281.88,NA,NA,NA,0,0,NA,0,113350.08,NA,NA,NA,47791.21,0,47791.21,0,0,0
2012,"2100832","Apicum-Açu","MA","Administracao publica direta",9519,NA,9519,380,173,NA,NA,NA,NA,137430,137430,NA,137430,7500,NA,NA,NA,4750,4750,12900,0,0,0
2014,"2202539","Caraúbas do Piauí","PI","Administracao publica direta",3521,NA,1003,390,142,NA,NA,NA,NA,32229,31729,NA,38839,12220,NA,NA,NA,498,0,1621,NA,NA,NA
2022,"2202729","Cocal dos Alves","PI","Administracao publica direta",6070,NA,NA,325,125,NA,NA,NA,NA,0,0,NA,0,122980.23,NA,NA,NA,35874,0,35874,0,0,0
2022,"2205581","Lagoa do Piauí","PI","Administracao publica direta",4086,NA,NA,2000,0,150,NA,NA,NA,0,0,NA,0,33853,NA,NA,NA,150000,0,171600,0,0,0
2018,"2919900","Macururé","BA","Administracao publica direta",4500,NA,2785,500,0,NA,NA,NA,NA,0,0,NA,0,1e+05,NA,NA,NA,3500,0,3500,0,0,NA
2018,"2106359","Marajá do Sena","MA","Administracao publica direta",4126,NA,1123,1464.2,0,565,NA,NA,NA,0,0,NA,0,49320,NA,NA,NA,60000,0,60000,0,0,0
2017,"2111805","Sítio Novo","MA","Autarquia",5396,NA,5396,100,110,15,NA,NA,NA,65000,35000,NA,75000,14000,0,0,0,30000,30000,120000,0,0,0
2018,"2201770","Boa Hora","PI","Administracao publica direta",3600,NA,1632,385,0,380,NA,NA,NA,0,0,NA,0,60000,NA,NA,NA,70000,0,120000,NA,NA,NA
2021,"2202729","Cocal dos Alves","PI","Administracao publica direta",6010,NA,1976,300,100,NA,NA,NA,NA,4,3,NA,7,119890,NA,NA,NA,88977.01,0,88977.01,0,0,0
2019,"2202737","Coivaras","PI","Administracao publica direta",3500,NA,1237,900,0,151,NA,NA,NA,0,0,NA,0,35000,NA,NA,NA,30000,0,30000,0,0,0
2014,"2205540","Lagoinha do Piauí","PI","Administracao publica direta",2757,NA,1642,163.8,0,NA,NA,NA,NA,59500,59500,NA,65000,36500,NA,NA,NA,40200,0,172800,NA,NA,NA
2017,"2201770","Boa Hora","PI","Administracao publica direta",3600,NA,1613,385,0,380,NA,NA,NA,0,0,NA,0,60000,NA,NA,NA,70000,0,120000,NA,NA,NA
2021,"2202737","Coivaras","PI","Administracao publica direta",3513,NA,1245,1200,0,155,NA,NA,NA,0,0,NA,0,36000,NA,NA,NA,32000,0,32000,NA,NA,NA
2019,"2204154","Francisco Macedo","PI","Administracao publica direta",2300,NA,1282,48.6,0,68,NA,NA,NA,0,0,NA,0,113819.52,NA,NA,NA,50000,50000,1e+05,0,0,0
2011,"2904753","Buritirama","BA","Autarquia",7957,NA,7957,350.4,296.04,584,NA,NA,NA,662432.98,662432.98,NA,589977.65,216505.4,40000,0,60000,45000,0,64000,0,0,0
2011,"2105476","Jenipapo dos Vieiras","MA","Administracao publica direta",8524,NA,2543,820,0,NA,NA,NA,NA,0,0,NA,0,63000,NA,NA,NA,250000,0,412000,0,0,0
2013,"2202737","Coivaras","PI","Administracao publica direta",3330,NA,1201,600,0,100,NA,NA,NA,0,0,NA,1,9200,NA,NA,NA,120000,0,120000,0,0,0
2019,"2914505","Irará","BA","Administracao publica direta",16573,NA,11888,1100,0,NA,NA,NA,NA,0,0,NA,0,211982.95,NA,NA,NA,333511.66,0,333511.66,0,0,0
2020,"2111078","São João do Soter","MA","Administracao publica direta",18645,NA,7188,1680,1360,851,NA,NA,NA,461560,461560,NA,595476,215466,NA,NA,NA,15000,0,15000,0,0,0
2019,"2111748","Senador Alexandre Costa","MA","Administracao publica direta",11086,NA,6696,272.2,0,76.09,NA,NA,NA,0,0,NA,0,76280.64,NA,NA,NA,115000,0,115000,NA,NA,NA
2018,"2200277","Alegrete do Piauí","PI","Administracao publica direta",4835,NA,2704,81,0,139.02,NA,NA,NA,0,0,NA,0,124060.32,NA,NA,NA,30000,75000,105000,0,0,0
2013,"2108009","Pastos Bons","MA","Autarquia",17200,NA,12729,855,855,425,NA,NA,NA,567191.61,567191.61,NA,567191.61,353312.52,1e+05,0,172000,0,10000,10000,0,0,0
2022,"2111748","Senador Alexandre Costa","MA","Administracao publica direta",10072,NA,NA,545.22,0,100.46,NA,NA,NA,0,0,NA,0,113473.62,NA,NA,NA,104600,0,104600,0,0,0
2017,"2106359","Marajá do Sena","MA","Administracao publica direta",4120,NA,1094,1464.1,0,563,NA,NA,NA,0,0,NA,0,48000,NA,NA,NA,80000,0,80000,0,0,0
2017,"2107803","Parnarama","MA","Autarquia",34375,NA,13447,1728,0,NA,NA,NA,NA,0,0,NA,0,960000,59696.3,0,1937696.3,59696.3,0,119392.6,0,0,0
2021,"2210656","Sigefredo Pacheco","PI","Autarquia",7700,NA,3326,1260,750,1500,NA,NA,NA,60000,60000,NA,46421.76,28000,40000,0,53000,45000,0,45000,0,0,0
2012,"2100709","Anajatuba","MA","Administracao publica direta",7800,NA,7199,718,300,NA,NA,NA,NA,384000,384000,NA,384000,144000,NA,NA,NA,1e+05,0,120000,NA,NA,NA
2016,"2202711","Cocal de Telha","PI","Administracao publica direta",4300,NA,2832,410,410,110,NA,NA,NA,132000,132000,NA,95000,53000,NA,NA,NA,120000,0,145000,0,0,0
2021,"2904100","Boquira","BA","Autarquia",8112,NA,7180,3086.56,369.44,3456,NA,NA,NA,723266.46,723266.46,NA,723266.46,2000,70000,0,140000,30000,0,314000,NA,NA,NA
2016,"2914901","Itacaré","BA","Administracao publica direta",8480,NA,15715,340,0,75,NA,NA,NA,0,0,NA,0,53500,NA,NA,NA,3500,0,3500,0,0,0
2014,"2201572","Belém do Piauí","PI","Administracao publica direta",800,NA,1679,24,0,24,NA,NA,NA,0,0,NA,0,18000,NA,NA,NA,14000,0,14000,0,0,0
2022,"2202539","Caraúbas do Piauí","PI","Administracao publica direta",5626,NA,NA,840,180,306.97,NA,NA,NA,88038.6,88038.6,NA,88038.6,295679.42,NA,NA,NA,47579.91,0,47579.91,0,0,0
2014,"2200277","Alegrete do Piauí","PI","Administracao publica direta",2871,NA,2871,36.5,0,50,NA,NA,NA,0,0,NA,0,50469.96,NA,NA,NA,30000,0,45000,0,0,0
2017,"2923035","Novo Horizonte","BA","Administracao publica direta",12514,NA,4110,720,0,1000,NA,NA,NA,0,0,NA,0,28150,NA,NA,NA,55000,0,126000,0,0,0
2021,"2207355","Pajeú do Piauí","PI","Administracao publica direta",2443,NA,1448,1000,300,96,NA,NA,NA,310000,310000,NA,210000,80000,NA,NA,NA,2400000,0,2420000,0,0,0
2016,"2101350","Bacurituba","MA","Administracao publica direta",5544,NA,1492,600,0,1140,NA,NA,NA,0,0,NA,0,97440,NA,NA,NA,28000,0,28000,0,0,0
2014,"2201051","Assunção do Piauí","PI","Administracao publica direta",3378,NA,3452,398.72,398.72,500,NA,NA,NA,124508,124508,NA,63968,125287.64,NA,NA,NA,70000,0,70000,0,0,0
2014,"2202737","Coivaras","PI","Administracao publica direta",3363,NA,1205,650,0,120,NA,NA,NA,0,0,NA,1,15000,NA,NA,NA,60000,0,60000,0,0,0
2022,"2107357","Nova Olinda do Maranhão","MA","Administracao publica direta",6891,NA,NA,380.68,105.47,187.53,NA,NA,NA,250060.21,250060.21,NA,250060.21,68116.13,NA,NA,NA,499478.46,0,640751.27,0,0,0
2017,"2111052","São João do Paraíso","MA","Autarquia",5750,NA,5356,700,510,NA,NA,NA,NA,380100,380000,NA,731261.69,74000,11000,1100,16700,15000,NA,20634,6000,NA,NA
2020,"2111748","Senador Alexandre Costa","MA","Administracao publica direta",11128,NA,6740,294.5,0,77.3,NA,NA,NA,0,0,NA,0,87341.33,NA,NA,NA,84682.8,0,84682.8,NA,NA,NA
2021,"2201770","Boa Hora","PI","Administracao publica direta",3800,NA,1658,385,0,380,NA,NA,NA,0,0,NA,0,67980,NA,NA,NA,22660,0,78310,0,0,0
2017,"2205581","Lagoa do Piauí","PI","Administracao publica direta",3987,NA,1730,1000,0,95,NA,NA,NA,0,0,NA,0,18578,NA,NA,NA,119675,0,132024.4,0,0,0
2011,"2919900","Macururé","BA","Administracao publica direta",4800,NA,2845,100,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,50000,10000,247400,0,0,0
2014,"2914901","Itacaré","BA","Administracao publica direta",8400,NA,15258,292,0,75,NA,NA,NA,0,0,NA,0,48000,NA,NA,NA,18000,0,18000,0,0,0
2015,"2100709","Anajatuba","MA","Administracao publica direta",16555,NA,7456,1000,250,NA,NA,NA,NA,380000,380000,NA,380000,110000,NA,NA,NA,70000,0,90000,0,0,0
2013,"2100709","Anajatuba","MA","Administracao publica direta",16000,NA,7306,850,520,NA,NA,NA,NA,360000,360000,NA,360000,132000,NA,NA,NA,50000,0,170000,0,0,0
2015,"2202455","Capitão Gervásio Oliveira","PI","Administracao publica direta",1201,NA,1201,135.9,0,30,NA,NA,NA,0,0,NA,0,17000,NA,NA,NA,28000,0,28000,0,0,0
2015,"2202653","Caxingó","PI","Administracao publica direta",5111,NA,1012,325,150,NA,NA,NA,NA,32000,32000,NA,19800,9540,NA,NA,NA,430,0,1873,NA,NA,NA
2018,"2111748","Senador Alexandre Costa","MA","Administracao publica direta",11020,NA,6651,253.2,0,77.12,NA,NA,NA,0,0,NA,0,65125.3,NA,NA,NA,240000,0,240000,NA,NA,NA
2021,"2200277","Alegrete do Piauí","PI","Administracao publica direta",4000,NA,2709,125,0,50,NA,NA,NA,0,0,NA,0,30000,NA,NA,NA,30000,70000,1e+05,0,0,0
2022,"2201770","Boa Hora","PI","Administracao publica direta",3800,NA,NA,187.62,0,380,NA,NA,NA,0,0,NA,0,75980,NA,NA,NA,32660,0,108310,0,0,0
2022,"2208650","Queimada Nova","PI","Administracao publica direta",3102,NA,NA,114.96,0,46.01,NA,NA,NA,0,0,NA,0,13156.15,NA,NA,NA,31225.5,0,31225.5,NA,NA,NA
2022,"2210656","Sigefredo Pacheco","PI","Autarquia",7700,NA,NA,960,760,1550,NA,NA,NA,62000,62000,NA,48600,29000,41000,0,54200,30000,0,30000,0,0,0
2013,"2201051","Assunção do Piauí","PI","Administracao publica direta",7503,NA,3442,398.72,398.72,449.2,NA,NA,NA,66060,66060,NA,66060,119333.67,NA,NA,NA,89905.29,0,101696.79,0,0,0
2014,"2202711","Cocal de Telha","PI","Administracao publica direta",4300,NA,2718,320,290,91,NA,NA,NA,115000,115000,NA,90000,45000,NA,NA,NA,80000,0,90000,0,0,0
2021,"2112852","Vila Nova dos Martírios","MA","Administracao publica direta",13152,NA,7585,1466,0,10144.32,NA,NA,NA,0,0,NA,0,152160,NA,NA,NA,56000,0,56000,0,0,0
2017,"2200277","Alegrete do Piauí","PI","Administracao publica direta",4835,NA,2664,80,0,NA,NA,NA,NA,0,0,NA,0,125480,NA,NA,NA,125000,0,125000,0,0,0
2020,"2202729","Cocal dos Alves","PI","Administracao publica direta",6010,NA,1973,300,100,NA,NA,NA,NA,2.02,1,NA,4,113670.24,NA,NA,NA,95691,0,95691,0,0,0
2016,"2205581","Lagoa do Piauí","PI","Administracao publica direta",3987,NA,1726,990,0,90,NA,NA,NA,0,0,NA,0,16836.37,NA,NA,NA,117506.51,0,127936.8,0,0,0
2021,"2205581","Lagoa do Piauí","PI","Administracao publica direta",4086,NA,1769,230,0,150,NA,NA,NA,0,0,NA,0,33853,NA,NA,NA,135000,0,153600,NA,NA,NA
2015,"2914505","Irará","BA","Administracao publica direta",13000,NA,12263,1100,0,NA,NA,NA,NA,0,0,NA,0,198913.09,NA,NA,NA,16504.53,0,16504.53,0,0,0
2015,"2111052","São João do Paraíso","MA","Autarquia",5550,NA,5342,650,510,NA,NA,NA,NA,378100,378000,NA,403157.21,73000,10000,1000,15400,14000,NA,20534,6000,NA,NA
2017,"2101350","Bacurituba","MA","Administracao publica direta",5574,NA,1500,630,0,1078,NA,NA,NA,0,0,NA,0,78330,NA,NA,NA,30800,0,30800,0,0,0
2018,"2107258","Nova Colinas","MA","Administracao publica direta",3500,NA,2416,252,0,NA,NA,NA,NA,0,0,NA,0,115617.56,NA,NA,NA,0,0,18293.07,0,0,0
2020,"2111789","Serrano do Maranhão","MA","Administracao publica direta",7860,NA,3979,400,70,NA,NA,NA,NA,50000,50000,NA,60000,83175,NA,NA,NA,35000,0,35000,NA,NA,NA
2018,"2205581","Lagoa do Piauí","PI","Administracao publica direta",4052,NA,1754,1100,0,95,NA,NA,NA,0,0,NA,0,19178,NA,NA,NA,119675,0,132024.4,NA,NA,NA
2014,"2914505","Irará","BA","Administracao publica direta",16934,NA,12189,4856,0,9178,NA,NA,NA,1112042.49,1112042.49,NA,1112042.49,409390.09,NA,NA,NA,10408.62,0,10408.62,0,0,0
2012,"2105476","Jenipapo dos Vieiras","MA","Administracao publica direta",8700,NA,2567,920,0,NA,NA,NA,NA,0,0,NA,0,120000,NA,NA,NA,5e+05,0,520000,NA,NA,NA
2018,"2202737","Coivaras","PI","Administracao publica direta",3371,NA,1233,1300,0,150,NA,NA,NA,0,0,NA,0,27000,NA,NA,NA,75000,0,75000,0,0,0
2020,"2204154","Francisco Macedo","PI","Administracao publica direta",2300,NA,1288,48.6,0,68,NA,NA,NA,0,0,NA,0,105520.62,NA,NA,NA,172235,25000,197235,0,0,0
2015,"2111078","São João do Soter","MA","Administracao publica direta",18095,NA,6976,1276,1276,720,NA,NA,NA,437396,437396,NA,549325,107742,NA,NA,NA,109000,0,109000,0,0,0
2013,"2111078","São João do Soter","MA","Administracao publica direta",13992,NA,6866,1275,1275,709,NA,NA,NA,436772,436772,NA,587012,89775,NA,NA,NA,420000,0,420000,1e+06,0,1720000
2015,"2201770","Boa Hora","PI","Administracao publica direta",3500,NA,1597,385,0,380,NA,NA,NA,47000,47000,NA,4700,59000,NA,NA,NA,70000,0,120000,NA,NA,NA
2021,"2204154","Francisco Macedo","PI","Administracao publica direta",2388,NA,1295,52,0,72,NA,NA,NA,0,0,NA,0,112360,NA,NA,NA,195540,35000,230540,0,0,0
2018,"2205540","Lagoinha do Piauí","PI","Administracao publica direta",2796,NA,1686,268,0,NA,NA,NA,NA,0,0,NA,0,96000,NA,NA,NA,32000,0,147000,0,0,0
2011,"2201770","Boa Hora","PI","Administracao publica direta",2656,NA,1545,160,0,70,NA,NA,NA,0,0,NA,0,52000,NA,NA,NA,35000,0,63000,NA,NA,NA
2014,"2111789","Serrano do Maranhão","MA","Administracao publica direta",7860,NA,4157,100,0,NA,NA,NA,NA,0,0,NA,0,83175,NA,NA,NA,35000,0,35000,NA,0,0
2012,"2201051","Assunção do Piauí","PI","Administracao publica direta",7503,NA,3417,362.48,312,300,NA,NA,NA,84224,84224,NA,84224,108485.16,NA,NA,NA,84816.32,0,96046.32,0,0,0
2019,"2205581","Lagoa do Piauí","PI","Administracao publica direta",4064,NA,1759,226,0,100,NA,NA,NA,0,0,NA,0,20768,NA,NA,NA,125000,0,140178,NA,NA,NA
2013,"2914505","Irará","BA","Administracao publica direta",13100,NA,12111,348,0,639,NA,NA,NA,0,0,NA,0,165522,NA,NA,NA,8000,0,8000,NA,NA,NA
2016,"2105476","Jenipapo dos Vieiras","MA","Administracao publica direta",5560,NA,2647,6000,100,500,NA,NA,NA,17000,12000,NA,18000,5000,NA,NA,NA,2000,1000,30000,12000,NA,4000
2019,"2202729","Cocal dos Alves","PI","Administracao publica direta",5245,NA,1968,300,0,NA,NA,NA,NA,0,0,NA,0,113670.24,NA,NA,NA,91574.32,0,91574.32,NA,NA,NA
2022,"2904100","Boquira","BA","Autarquia",4173,NA,NA,3086,369.44,3456,NA,NA,NA,708210.96,708210.96,NA,708210.96,2000,60000,0,110000,25000,0,294000,NA,NA,NA
2022,"2104099","Formosa da Serra Negra","MA","Administracao publica direta",9045,NA,NA,1020,845,10,NA,NA,NA,276701.5,274701.5,NA,274701.5,10000,NA,NA,NA,8387100.46,0,8387100.46,NA,NA,NA
2022,"2211506","Vera Mendes","PI","Administracao publica direta",3080,NA,NA,230,219,54,NA,NA,NA,155000,155000,NA,250000,22000,NA,NA,NA,5500,0,11000,NA,NA,NA
2021,"2107357","Nova Olinda do Maranhão","MA","Administracao publica direta",6891,NA,13160,379,105,166.9,NA,NA,NA,208321,208321,NA,208321,98395.53,NA,NA,NA,50696.9,0,78196.9,0,0,0
2020,"2203859","Floresta do Piauí","PI","Administracao publica direta",2560,NA,888,2000,0,NA,NA,NA,NA,0,0,NA,0,209760,NA,NA,NA,468000,0,468000,0,0,0
2015,"2202737","Coivaras","PI","Administracao publica direta",3363,NA,1210,1210,0,120,NA,NA,NA,0,0,NA,0,17500,NA,NA,NA,67000,0,67000,0,0,0
2014,"2211605","Vila Nova do Piauí","PI","Administracao publica direta",1300,NA,737,50,0,NA,NA,NA,NA,0,0,NA,0,10612.48,NA,NA,NA,45000,0,45000,0,0,0
2020,"2207355","Pajeú do Piauí","PI","Administracao publica direta",2443,NA,1443,1000,300,96,NA,NA,NA,110000,110000,NA,110000,80000,NA,NA,NA,2400000,0,2420000,0,0,0
2022,"2101731","Belágua","MA","Administracao publica direta",7600,NA,NA,554.8,0,NA,NA,NA,NA,0,0,NA,0,56400,NA,NA,NA,250000,0,250000,0,0,0
2018,"2107803","Parnarama","MA","Autarquia",34375,NA,13616,1728,0,NA,NA,NA,NA,0,0,NA,0,540000,70596.2,0,1459596.2,72596.2,0,145192.4,0,0,0
2021,"2211506","Vera Mendes","PI","Administracao publica direta",3080,NA,997,221,219,56,NA,NA,NA,150000,150000,NA,241000,20000,NA,NA,NA,5000,0,10000,0,0,0
2015,"2101731","Belágua","MA","Administracao publica direta",1600,NA,3638,80,60,80,NA,NA,NA,0,0,NA,0,4000,NA,NA,NA,14000,0,14000,0,0,0
2015,"2202711","Cocal de Telha","PI","Administracao publica direta",4300,NA,2724,322,322,91,NA,NA,NA,115000,115000,NA,90000,45000,NA,NA,NA,80000,0,90000,0,0,0
2019,"2101905","Bequimão","MA","Administracao publica direta",16880,NA,6910,500,0,456,NA,NA,NA,0,0,NA,0,228000,NA,NA,NA,70000,0,210000,NA,0,NA
2020,"2201945","Boqueirão do Piauí","PI","Administracao publica direta",6426,NA,2766,920,740,105,NA,NA,NA,91045.51,91045.51,NA,91045.51,1071.7,NA,NA,NA,1452,0,1452,0,0,0
2017,"2202737","Coivaras","PI","Administracao publica direta",3363,NA,1217,1300,0,125,NA,NA,NA,0,0,NA,0,25000,NA,NA,NA,70000,0,70000,0,0,0
2011,"2914901","Itacaré","BA","Administracao publica direta",8400,NA,13909,292,0,75,NA,NA,NA,0,0,NA,0,48000,NA,NA,NA,18000,0,18000,0,0,0
2011,"2111052","São João do Paraíso","MA","Autarquia",10300,NA,5293,550,510,382,NA,NA,NA,218263.56,218263.56,NA,218260.56,50000,5500,2100,10700,5000,NA,6000,5000,NA,NA
2018,"2202539","Caraúbas do Piauí","PI","Administracao publica direta",3661,NA,1028,701,102.6,225.44,NA,NA,NA,40240.5,40240.5,NA,40240.5,206000,NA,NA,NA,50640,0,50640,0,0,0
2020,"2205581","Lagoa do Piauí","PI","Administracao publica direta",4064,NA,1764,230,0,150,NA,NA,NA,0,0,NA,0,33853,NA,NA,NA,135000,0,153600,NA,NA,NA
2020,"2106359","Marajá do Sena","MA","Administracao publica direta",4130,NA,1118,1800,0,750,NA,NA,NA,0,0,NA,0,62400,NA,NA,NA,59500,0,59500,NA,NA,NA
2016,"2111748","Senador Alexandre Costa","MA","Administracao publica direta",6065,NA,6584,216.7,0,65,NA,NA,NA,0,0,NA,0,53300,NA,NA,NA,76000,4500,81900,0,0,0
2022,"2100832","Apicum-Açu","MA","Administracao publica direta",17376,NA,NA,1200,216,NA,NA,NA,NA,64105,64000,NA,75000,67560,NA,NA,NA,724555.92,0,724555.92,NA,NA,NA
2021,"2106359","Marajá do Sena","MA","Administracao publica direta",4130,NA,1116,1980,0,930,NA,NA,NA,0,0,NA,0,75600,NA,NA,NA,6e+05,0,6e+05,NA,NA,NA
2020,"2208650","Queimada Nova","PI","Administracao publica direta",2795,NA,1219,52.66,0,2.51,NA,NA,NA,0,0,NA,0,1220.82,NA,NA,NA,17921.82,0,20476.82,0,0,0
2020,"2211506","Vera Mendes","PI","Administracao publica direta",3080,NA,996,43,36,50,NA,NA,NA,2e+05,2e+05,NA,241000,3500,NA,NA,NA,5000,0,10000,0,0,0
2011,"2111078","São João do Soter","MA","Administracao publica direta",13625,NA,6717,1167.84,867.84,690,NA,NA,NA,389280,389280,NA,529560,85000,NA,NA,NA,320000,0,320000,9e+05,1440000,2340000
2022,"2923035","Novo Horizonte","BA","Administracao publica direta",8676,NA,NA,693,0,40,NA,NA,NA,0,0,NA,0,37150,NA,NA,NA,375150,0,899625,0,0,0
2022,"2205276","Jatobá do Piauí","PI","Administracao publica direta",4420,NA,NA,240,30,100,NA,NA,NA,50000,50000,NA,0,3e+05,NA,NA,NA,2e+05,0,2e+05,0,0,0
2018,"2209955","São João da Varjota","PI","Administracao publica direta",4750,NA,1443,252,0,40,NA,NA,NA,0,0,NA,0,22000,NA,NA,NA,25000,0,25000,NA,NA,NA
2012,"2914901","Itacaré","BA","Administracao publica direta",8400,NA,14167,292,0,75,NA,NA,NA,0,0,NA,0,48000,NA,NA,NA,18000,0,18000,0,0,0
2014,"2204154","Francisco Macedo","PI","Administracao publica direta",1739,NA,1239,130,0,125,NA,NA,NA,0,0,NA,0,59290,NA,NA,NA,65000,0,65000,0,0,0
2011,"2201556","Bela Vista do Piauí","PI","Administracao publica direta",2300,NA,1256,115,0,NA,NA,NA,NA,0,0,NA,0,95000,NA,NA,NA,2e+05,0,2e+05,0,0,0
2012,"2202711","Cocal de Telha","PI","Administracao publica direta",3160,NA,2692,200,180,36.48,NA,NA,NA,1e+05,1e+05,NA,60920,27573,NA,NA,NA,70000,0,75000,0,0,0
2022,"2105476","Jenipapo dos Vieiras","MA","Administracao publica direta",14000,NA,NA,6000,0,2000,NA,NA,NA,0,0,NA,0,5000,NA,NA,NA,15000,5000,45000,12000,6000,33000
2018,"2202711","Cocal de Telha","PI","Administracao publica direta",4300,NA,2877,450,410,180,NA,NA,NA,134600,134600,NA,99000,35000,NA,NA,NA,120000,0,145000,0,0,0
2016,"2202539","Caraúbas do Piauí","PI","Administracao publica direta",3612,NA,1012,404,330,0,NA,NA,NA,54487.4,53937.4,NA,46237.4,14564,NA,NA,NA,575.3,0,1841.4,0,0,0
2016,"2205540","Lagoinha do Piauí","PI","Administracao publica direta",2785,NA,1659,200,0,NA,NA,NA,NA,65500,65500,NA,68000,68000,NA,NA,NA,60000,0,210000,0,0,0
2017,"2202711","Cocal de Telha","PI","Administracao publica direta",4300,NA,2836,450,410,180,NA,NA,NA,134600,134600,NA,99000,35000,NA,NA,NA,120000,0,145000,0,0,0
2019,"2205540","Lagoinha do Piauí","PI","Administracao publica direta",2845,NA,1695,350,0,2100,NA,NA,NA,0,0,NA,0,35928,NA,NA,NA,21480.45,200321.96,443604.82,0,0,0
2021,"2208650","Queimada Nova","PI","Administracao publica direta",2857,NA,1222,109.5,0,45.25,NA,NA,NA,0,0,NA,0,7324.92,NA,NA,NA,20610.09,0,23549.09,0,0,0
2019,"2209955","São João da Varjota","PI","Administracao publica direta",4795,NA,1445,912.5,0,NA,NA,NA,NA,0,0,NA,0,322390.04,NA,NA,NA,24718.54,0,24718.54,NA,NA,NA
